"journal","n","journal_match_text.x","Rank","Sourceid","Title","Type","Issn","SJR","SJR Best Quartile","H index","Total Docs. (2023)","Total Docs. (3years)","Total Refs.","Total Cites (3years)","Citable Docs. (3years)","Cites / Doc. (2years)","Ref. / Doc.","%Female","Overton","SDG","Country","Region","Publisher","Coverage","Categories","Areas","journal_match_text.y","match_fit"
"2006 10th IEEE International Enterprise Distributed Object Computing Conference Workshops (EDOCW'06)",3,"2006 10th ieee international enterprise distributed object computing conference workshops edocw06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 10th International Conference on Computer Supported Cooperative Work in Design",2,"2006 10th international conference on computer supported cooperative work in design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 1st Workshop on Operator-Assisted (Wireless Mesh) Community Networks",1,"2006 1st workshop on operatorassisted wireless mesh community networks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 2nd International Conference on Information & Communication Technologies",2,"2006 2nd international conference on information communication technologies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 3rd IEEE/EMBS International Summer School on Medical Devices and Biosensors",3,"2006 3rd ieeeembs international summer school on medical devices and biosensors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 7th International Baltic Conference on Databases and Information Systems",1,"2006 7th international baltic conference on databases and information systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 Canadian Conference on Electrical and Computer Engineering",1,"2006 canadian conference on electrical and computer engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 Computers in Cardiology",12,"2006 computers in cardiology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 Conference on Lasers and Electro-Optics and 2006 Quantum Electronics and Laser Science Conference",9,"2006 conference on lasers and electrooptics and 2006 quantum electronics and laser science conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 First International Symposium on Environment Identities and Mediterranean Area",4,"2006 first international symposium on environment identities and mediterranean area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE 4th World Conference on Photovoltaic Energy Conference",1,"2006 ieee 4th world conference on photovoltaic energy conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE Conference on Emerging Technologies - Nanoelectronics",1,"2006 ieee conference on emerging technologies nanoelectronics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE EIC Climate Change Conference",2,"2006 ieee eic climate change conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE First International Workshop on Bandwidth on Demand",3,"2006 ieee first international workshop on bandwidth on demand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Conference on Automation, Quality and Testing, Robotics",1,"2006 ieee international conference on automation quality and testing robotics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Conference on Fuzzy Systems",1,"2006 ieee international conference on fuzzy systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Conference on Management of Innovation and Technology",7,"2006 ieee international conference on management of innovation and technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Conference on Service Operations and Logistics, and Informatics",2,"2006 ieee international conference on service operations and logistics and informatics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Conference on Services Computing (SCC'06)",1,"2006 ieee international conference on services computing scc06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Conference on Systems, Man and Cybernetics",1,"2006 ieee international conference on systems man and cybernetics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Symposium on Geoscience and Remote Sensing",1,"2006 ieee international symposium on geoscience and remote sensing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Symposium on MicroNanoMechanical and Human Science",1,"2006 ieee international symposium on micronanomechanical and human science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE International Technology Management Conference (ICE)",1,"2006 ieee international technology management conference ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE Nuclear Science Symposium Conference Record",2,"2006 ieee nuclear science symposium conference record",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE PES Power Systems Conference and Exposition",4,"2006 ieee pes power systems conference and exposition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE Power Engineering Society General Meeting",24,"2006 ieee power engineering society general meeting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE Power India Conference",2,"2006 ieee power india conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE Ultrasonics Symposium",2,"2006 ieee ultrasonics symposium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE/PES Transmission & Distribution Conference and Exposition: Latin America",1,"2006 ieeepes transmission distribution conference and exposition latin america",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 IEEE/UT Engineering Management Conference",1,"2006 ieeeut engineering management conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 ITI 4th International Conference on Information & Communications Technology",1,"2006 iti 4th international conference on information communications technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference of the IEEE Engineering in Medicine and Biology Society",10,"2006 international conference of ieee engineering in medicine and biology society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Advances in Space Technologies",1,"2006 international conference on advances in space technologies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Biomedical and Pharmaceutical Engineering",2,"2006 international conference on biomedical and pharmaceutical engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Computing & Informatics",1,"2006 international conference on computing informatics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Image Processing",1,"2006 international conference on image processing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Information and Automation",1,"2006 international conference on information and automation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Information and Communication Technologies and Development",1,"2006 international conference on information and communication technologies and development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Management Science and Engineering",49,"2006 international conference on management science and engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Power System Technology",4,"2006 international conference on power system technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Probabilistic Methods Applied to Power Systems",5,"2006 international conference on probabilistic methods applied to power systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Conference on Service Systems and Service Management",2,"2006 international conference on service systems and service management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 International Workshop on Virtual Rehabilitation",1,"2006 international workshop on virtual rehabilitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 Optical Fiber Communication Conference and the National Fiber Optic Engineers Conference",2,"2006 optical fiber communication conference and national fiber optic engineers conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 SICE-ICASE International Joint Conference",5,"2006 siceicase international joint conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 Technology Management for the Global Future - PICMET 2006 Conference",21,"2006 technology management for global future picmet 2006 conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2006 World Automation Congress",1,"2006 world automation congress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 16th IST Mobile and Wireless Communications Summit",2,"2007 16th ist mobile and wireless communications summit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 17th International Crimean Conference - Microwave & Telecommunication Technology",1,"2007 17th international crimean conference microwave telecommunication technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 1st Annual RFID Eurasia",2,"2007 1st annual rfid eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 1st International Conference on Bioinformatics and Biomedical Engineering",5,"2007 1st international conference on bioinformatics and biomedical engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 29th Annual International Conference of the IEEE Engineering in Medicine and Biology Society",187,"2007 29th annual international conference of ieee engineering in medicine and biology society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 2nd IEEE/IFIP International Workshop on Business-Driven IT Management",2,"2007 2nd ieeeifip international workshop on businessdriven it management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",19,"2007 37th annual frontiers in education conference global engineering knowledge without borders opportunities without passports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 3rd International Conference on Intelligent Sensors, Sensor Networks and Information",1,"2007 3rd international conference on intelligent sensors sensor networks and information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 40th Annual Hawaii International Conference on System Sciences (HICSS'07)",6,"2007 40th annual hawaii international conference on system sciences hicss07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 4th IEEE International Symposium on Biomedical Imaging: From Nano to Macro",1,"2007 4th ieee international symposium on biomedical imaging from nano to macro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 5th International Conference on Standardization and Innovation in Information Technology",1,"2007 5th international conference on standardization and innovation in information technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 6th Conference on Telecommunication Techno-Economics",2,"2007 6th conference on telecommunication technoeconomics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 6th International Special Topic Conference on Information Technology Applications in Biomedicine",3,"2007 6th international special topic conference on information technology applications in biomedicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 9th International Conference - The Experience of Designing and Applications of CAD Systems in Microelectronics",1,"2007 9th international conference experience of designing and applications of cad systems in microelectronics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 9th International Conference on e-Health Networking, Application and Services",2,"2007 9th international conference on ehealth networking application and services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 Atlanta Conference on Science, Technology and Innovation Policy",7,"2007 atlanta conference on science technology and innovation policy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 Computers in Cardiology",16,"2007 computers in cardiology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 Conference on Lasers and Electro-Optics (CLEO)",6,"2007 conference on lasers and electrooptics cleo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 Conference on Lasers and Electro-Optics - Pacific Rim",2,"2007 conference on lasers and electrooptics pacific rim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 European Conference on Lasers and Electro-Optics and the International Quantum Electronics Conference",6,"2007 european conference on lasers and electrooptics and international quantum electronics conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 First International Global Information Infrastructure Symposium",1,"2007 first international global information infrastructure symposium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 First International Symposium on Advanced Networks and Telecommunication Systems",1,"2007 first international symposium on advanced networks and telecommunication systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 Frontiers in the Convergence of Bioscience and Information Technologies",1,"2007 frontiers in convergence of bioscience and information technologies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE 10th International Conference on Rehabilitation Robotics",5,"2007 ieee 10th international conference on rehabilitation robotics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE 11th International Conference on Computer Vision",1,"2007 ieee 11th international conference on computer vision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE 34th International Conference on Plasma Science (ICOPS)",1,"2007 ieee 34th international conference on plasma science icops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE 6th International Conference on Development and Learning",3,"2007 ieee 6th international conference on development and learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE 7th International Symposium on BioInformatics and BioEngineering",1,"2007 ieee 7th international symposium on bioinformatics and bioengineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE Conference on Computer Vision and Pattern Recognition",1,"2007 ieee conference on computer vision and pattern recognition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE Conference on Technologies for Homeland Security",1,"2007 ieee conference on technologies for homeland security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Automation Science and Engineering",1,"2007 ieee international conference on automation science and engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Bioinformatics and Biomedicine (BIBM 2007)",1,"2007 ieee international conference on bioinformatics and biomedicine bibm 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Bioinformatics and Biomedicine Workshops",1,"2007 ieee international conference on bioinformatics and biomedicine workshops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Control and Automation",1,"2007 ieee international conference on control and automation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Grey Systems and Intelligent Services",14,"2007 ieee international conference on grey systems and intelligent services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Industrial Engineering and Engineering Management",4,"2007 ieee international conference on industrial engineering and engineering management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Portable Information Devices",1,"2007 ieee international conference on portable information devices",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Conference on Service Operations and Logistics, and Informatics",1,"2007 ieee international conference on service operations and logistics and informatics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Engineering Management Conference",3,"2007 ieee international engineering management conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Frequency Control Symposium Joint with the 21st European Frequency and Time Forum",1,"2007 ieee international frequency control symposium joint with 21st european frequency and time forum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Professional Communication Conference",1,"2007 ieee international professional communication conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Symposium on Circuits and Systems",1,"2007 ieee international symposium on circuits and systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Symposium on Technology and Society",1,"2007 ieee international symposium on technology and society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Vacuum Electronics Conference",1,"2007 ieee international vacuum electronics conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE International Workshop on Medical Measurement and Applications",1,"2007 ieee international workshop on medical measurement and applications",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE Lausanne Power Tech",4,"2007 ieee lausanne power tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE Meeting the Growing Demand for Engineers and Their Educators 2010-2020 International Summit",3,"2007 ieee meeting growing demand for engineers and ir educators 20102020 international summit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE Nuclear Science Symposium Conference Record",1,"2007 ieee nuclear science symposium conference record",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE Power Engineering Society Conference and Exposition in Africa - PowerAfrica",2,"2007 ieee power engineering society conference and exposition in africa powerafrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2007 IEEE Power Engineering Society General Meeting",10,"2007 ieee power engineering society general meeting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
